question,label
(재단)탄소순환형차세대바이오매스생산전환기술연구단에서 발생한 2006년 성과와 2014년 성과 개수 평균 보여주세요,Statistics
2016년부터 10년간 식품의약품안전처에서 수행한 과제 건수가 궁금해,Statistics
김천시 농업기술센터의 인력양성의 개수 말해주세요,Statistics
(주)노루알앤씨에서 발생한 기술료 중에 2011년에 발생한 기술료의 개수가 알고싶습니다,Statistics
1995년부터 2003년까지 한화탈레스(주)에서 출원한 특허의 총 수가 알고싶습니다,Statistics
1997년부터 2016년까지 (주)코스모코스에서 수행한 연수지원의 건수가 알고싶습니다,Statistics
해양수산부여수지방해양수산청에서 최근 7년동안 수행한 연수지원 개수 차이는 어떻게 되지,Statistics
(학교)우암학원에서 수행한 사업화 중에 1996년에 수행한 사업화의 개수가 보고싶어,Statistics
(주)코빅푸드에서 수행한 논문의 건수가 알고싶습니다,Statistics
중소벤처기업진흥공단의 특허의 총 수가 보고싶어요,Statistics
국립생물자원관에서 수행한 과제의 연구비 합계 말해줘,Statistics
최근 5년 동안 (주)휴맥스에서 진행하였던 성과 건수가 얼만지 알려줘,Statistics
2019년 기업별 과제 연구비 평균 어떻게 되니,Statistics
농업회사법인 영동황금으뜸약도라지(주)에서 수행한 인력양성 중 2002년에 수행한 인력양성 개수가 궁금해요,Statistics
(주)케이이씨의 최근 7년동안 발행한 논문의 건수가 궁금해,Statistics
나루농업컨설팅(주)에서 수행한 2009년 과제와 2011년 과제 건수 차이가 보고싶어요,Statistics
국립수산물품질관리원에서 수행한 연수지원 건수가 궁금해,Statistics
(주)주성엔지니어링에서 수행했던 1997년 과제와 2011년 과제 건수 평균 말해주세요,Statistics
강원도축산기술연구센터의 연구과제 연구비 합계가 알고싶어,Statistics
(주)하이데이터의 과제 연구비 총액이 궁금해요,Statistics
2005년부터 3년 동안 에스엔바이오에서 수행한 사업화의 건수 말해줘,Statistics
(주)키데코에서 작년 수행한 과제 연구비 평균,Statistics
Chinese Culture University의 과제 연구비 합계를 보여주세요,Statistics
2002년도부터 과학기술부에서 출원한 특허 개수 알려줘,Statistics
2020년부터 2022년까지 (재단) 막스 플랑크 한국 포스텍 연구소에서 수행한 과제 총 수가 알고싶어,Statistics
2002년부터 2006년까지 수행된 성과의 개수,Statistics
한국세라믹기술원에서 최근 5년 동안 수행한 과제의 개수 차이가 알고싶습니다,Statistics
국제종합기계(주)의 과제 연구비 총액이 알고싶어,Statistics
2018년 2019년 2020년 2021년 유성전자 수행 성과 수는 총 얼마니,Statistics
더하일테크에서 수행한 과제의 총 수가 궁금해,Statistics
수원과학대학교에서 수행한 연수지원 중 2006년에 수행한 연수지원 총 수 알려줘,Statistics
식품의약품안전처에서 수행한 과제의 연구비 총액이 보고싶어,Statistics
(주)포스코아이씨티에서 2006년부터 5년동안 수행한 과제 건수 차이가 보고싶어,Statistics
경방에서 발생했던 2001년 과제와 2007년 과제 연구비 합계의 차이가 궁금해,Statistics
2010년도에 (주)이연에프앤씨에서 수행한 연구과제 연구비 평균은 어떻게 되지,Statistics
경북대학교 산학협력단의 사업화 총 수 보여줄 수 있어,Statistics
(재)차세대융합기술연구원에서 최근 10년동안 수행한 연수지원 개수 차이는,Statistics
최근 7년동안 에스앤티모티브에서 수행한 연수지원의 개수를 보여주세요,Statistics
2011년도부터 (주)차바이오앤디오스텍에서 수행한 과제의 연구비 총액이 궁금해,Statistics
(주)현대경제연구원의 논문 개수 알려주세요,Statistics
2000년도 기업별 기술료의 개수,Statistics
(주)팬지아이십일에서 수행했던 1997년 과제와 2001년 과제 건수 평균이 보고싶어,Statistics
1993년부터 2003년까지 행정안전부 국가기록원에서 출원한 특허의 개수가 알고싶어,Statistics
농촌진흥청에서 발생한 2003년 성과와 2010년 성과 건수의 평균이 궁금해,Statistics
1997 2018년 (주)아이벡스메디칼시스템즈에서 수행한 인력양성 총 수는,Statistics
2016년 전주시 농업기술센터에서 수행한 인력양성의 건수는 어떻게 되지,Statistics
한국세라믹기술원에서 수행한 사업화 중 2016년에 수행한 사업화 건수가 궁금해,Statistics
엘로힘에서 최근 3년 동안 출원한 특허의 건수 차이가 보고싶어,Statistics
2000년부터 2005년까지 한국화장품에서 발행한 논문 개수를 보여주세요,Statistics
(주)아이앤에스링크의 2004년부터 10년동안 기술료의 건수가 궁금해요,Statistics
Minzu University of China의 인력양성의 건수가 궁금해,Statistics
(주)동일기술공사에서 수행한 인력양성 총 수 보여줘,Statistics
최근 5년 동안 인제대학교 부산백병원에서 수행한 사업화 개수가 궁금해요,Statistics
용인대학교의 논문 건수 말해주세요,Statistics
세브란스병원의 특허의 건수가 보고싶어,Statistics
1997년부터 7년동안 (주)티씨아이네트에서 출원한 특허의 총 수 보여주세요,Statistics
2001년부터 3년 동안 (주)에프에스가스에너지연구소에서 수행한 인력양성 개수가 궁금해,Statistics
최근 5년동안 세종시에서 진행한 성과들의 건수를 알려줘,Statistics
2021년도부터 농업공학부에서 수행한 과제 연구비 평균 금액이 알고싶습니다,Statistics
의료법인삼성의료재단에서 2010년부터 10년동안 수행한 사업화 건수의 차이는 어떻게 되지,Statistics
(주)코빅스에서 최근 5년동안 수행한 과제 건수의 차이 알려주세요,Statistics
2007년부터 5년동안 스튜디오씨드코리아(주)에서 수행한 사업화 총 수 보여줄 수 있어,Statistics
(주)신성솔라에너지의 특허 총 수는 어떻게 되지,Statistics
(주)오선엔지니어링에서 출원한 특허의 건수는 어떻게 되지,Statistics
(재단)의약바이오컨버젼스연구단에서 수행한 연수지원 중 1999년에 수행한 연수지원 개수가 알고싶어,Statistics
(주)레이언스에서 발생했던 2014년 과제와 2020년 과제 개수 평균 말해줘,Statistics
전라남도 함평군청의 과제의 연구비 평균이 알고싶어,Statistics
(주)대우상용차의 특허 개수가 알고싶습니다,Statistics
2008 2012년 영남이공대학에서 출원한 특허 개수 보여줄 수 있어,Statistics
충청북도축산위생연구소의 과제 연구비 총액을 보여주세요,Statistics
올해 타스에서 수행한 과제 연구비 총액,Statistics
전북대학교 산학협력단에서 발생한 기술료 총 수는 어떻게 되지,Statistics
한화탈레스(주)에서 출원한 지식재산권 중에 1997년에 출원한 지식재산권의 총 수가 알고싶어,Statistics
메탈페이스(주)의 1998년부터 5년 동안 수행한 사업화의 건수 말해줘,Statistics
2000 2022년 울산과학기술원에서 수행한 과제의 건수 보여줄 수 있어,Statistics
(주)아이벡스메디칼시스템즈에서 수행한 인력양성 총 수가 궁금해,Statistics
(주)아이바이오에서 수행한 과제 중 2005년에 수행한 과제 연구비 합계가 보고싶어,Statistics
2000년부터 2014년까지 진행하였던 성과 건수,Statistics
아주자동차대학에서 출원한 특허 중 2022년에 출원한 특허 건수가 보고싶어요,Statistics
엘지전자(주)에서 발생했던 1995년 과제와 1998년 과제 개수 차이가 알고싶어,Statistics
홀리테크에서 최근 10년 동안 수행한 인력양성 건수 평균 보여줘,Statistics
(주)세림제지에서 발생했던 1998년 과제와 2003년 과제 연구비 합계의 차이를 보여주세요,Statistics
국토연구원한국교통연구원에서 수행한 과제 중에 2002년에 수행한 과제의 연구비 평균 금액이 궁금해,Statistics
(주)안랩에서 수행한 연수지원 중에 2017년에 수행한 연수지원의 개수가 보고싶어,Statistics
2014년도부터 화인케미칼(주)에서 출원한 특허 개수 알려줘,Statistics
2013년도에 발생한 성과들의 건수,Statistics
최근 5년동안 한국유나이티드제약(주)에서 발행한 논문의 건수가 알고싶어,Statistics
2016년도 (주)싱크스페이스에서 수행한 인력양성의 건수 알려줘,Statistics
2015년 의료법인삼성의료재단에서 수행한 사업화 총 수 말해주세요,Statistics
(주)두원아이디에서 2011년부터 5년 동안 수행한 인력양성 건수 평균은,Statistics
국립전파연구원우주전파센터에서 최근 10년동안 수행한 연수지원 건수 차이 보여줘,Statistics
최근 3년 동안 (주)팬지아이십일에서 수행한 과제의 건수가 궁금해,Statistics
1994 2003년 구미전자정보기술원에서 수행한 과제 총 수 말해줘,Statistics
(주)디씨팩의 논문의 총 수는,Statistics
(주)두원아이디에서 수행한 인력양성 중 2020년에 수행한 인력양성 개수가 보고싶어요,Statistics
강원도농업기술원 산채연구소에서 출원한 특허 건수가 보고싶어,Statistics
1995년도부터 영진약품공업(주)에서 수행한 연수지원 건수 보여줘,Statistics
청주대학교산학협력단에서 수행한 과제 총 수가 궁금해,Statistics
나루농업컨설팅(주)에서 수행한 인력양성의 개수가 보고싶어,Statistics
최근 7년 동안 (주)비에스리서치에서 수행한 과제의 연구비 평균 금액이 궁금해,Statistics
(주)싱크스페이스에서 수행한 인력양성의 건수는,Statistics
의료법인삼성의료재단의 최근 10년동안 수행한 사업화 총 수가 보고싶어요,Statistics
2013년 기업별 기술료 개수,Statistics
광양시청의 2011년부터 10년 동안 수행한 사업화의 건수 말해주세요,Statistics
(주)주성엔지니어링에서 수행한 사업화의 개수가 알고싶어,Statistics
(주)일동후디스에서 수행한 과제 건수가 보고싶어,Statistics
2005년도부터 (주)아라개발에서 수행한 연수지원의 개수 알려줘,Statistics
코오롱글로벌(주)에서 진행된 1996년 과제와 2000년 과제 개수 차이가 알고싶어,Statistics
국토연구원한국교통연구원의 2016년부터 3년 동안 과제의 연구비 평균 금액이 알고싶어,Statistics
2015년부터 2021년까지 전라북도콘텐츠융합진흥원에서 수행한 사업화 총 수가 알고싶습니다,Statistics
2016 2020 2021년 (주)리노셈에서 발생한 기술료의 건수가 궁금해,Statistics
1998년부터 10년 동안 (주)헤모랩에서 수행한 인력양성의 개수 말해주세요,Statistics
(주)퀀텀디바이스에서 출원한 특허의 총 수 알려줘,Statistics
1998년 기업별 인력양성의 개수,Statistics
1999 2008 2011년 한국개발연구원 국제정책대학원대학교에서 발생한 기술료의 개수가 알고싶습니다,Statistics
최근 7년 동안 (주)경농에서 발생한 기술료 총 수 알려줘,Statistics
(주)에프에스가스에너지연구소의 2001년부터 3년 동안 인력양성 개수 말해줘,Statistics
한국화장품에서 발생한 2000년 과제와 2005년 과제 건수 평균이 보고싶어요,Statistics
2017 2021년 농업회사법인(주)산들누리에서 출원한 특허의 개수 말해줘,Statistics
문화관광부 국립국악원에서 수행한 연구과제 연구비 평균 알려주세요,Statistics
최근 10년 동안 (주)제일제당에서 수행한 사업화의 건수가 알고싶습니다,Statistics
2001년부터 2017년까지 일진복합소재에서 수행한 과제의 개수 보여줘,Statistics
1998년부터 2002년까지 (주)효성기술에서 발생한 기술료 개수가 궁금해요,Statistics
코오롱플라스틱(주)에서 수행한 1997년 과제와 2008년 과제 건수 평균 보여줘,Statistics
웅진코웨이(주)에서 수행한 사업화의 건수 알려주세요,Statistics
그리스도대학교의 논문의 총 수 말해주세요,Statistics
1996년부터 1999년까지 하나마이크론(주)에서 발생한 기술료 건수 말해주세요,Statistics
(주)파마킹에서 수행한 논문 중에 2019년에 수행한 논문의 건수는 어떻게 되지,Statistics
지난해 (주)GS퓨얼셀에서 수행한 인력양성의 총 수,Statistics
최근 5년동안 이화여자대학교 의료원에서 수행한 연구과제 연구비 합계는,Statistics
아주자동차대학에서 출원한 특허 중 2022년에 출원한 특허 건수 알려줘,Statistics
1994년 기업별 인력양성의 개수 궁금해요,Statistics
1999년도에 (주)다보링크에서 수행한 연수지원 개수가 보고싶어,Statistics
최근 5년동안 신안산대학교산학협력단에서 발행한 논문의 개수가 궁금해,Statistics
메탈페이스(주)에서 최근 10년 동안 수행한 사업화의 건수 차이가 보고싶어,Statistics
2001년도부터 Yanbian University에서 수행한 연수지원 건수가 궁금해,Statistics
(주)티앤솔라에서 수행한 과제의 연구비 평균이 보고싶어요,Statistics
2015 2016년 문화관광부 국립국악원에서 수행한 연구과제 연구비 평균 알려줘,Statistics
인천광역시 농업기술센터에서 수행했던 1993년 과제와 2012년 과제 건수 평균은,Statistics
2000년부터 7년 동안 (주)웨이브링크에서 수행한 사업화 건수가 알고싶어,Statistics
최근 7년 동안 김천시 농업기술센터에서 수행한 인력양성의 개수가 궁금해요,Statistics
(주)유한킴벌리에서 2001년부터 10년동안 수행한 사업화의 개수 차이는 어떻게 되지,Statistics
동서공업(주)에서 진행된 2000년 과제와 2011년 과제 개수 차이 보여줄 수 있어,Statistics
인하대학교 병원에서 최근 3년동안 수행한 과제 개수 차이 말해줘,Statistics
(주)드레스코드의 과제의 개수가 보고싶어요,Statistics
(주)금양에서 수행한 연수지원 개수가 궁금해요,Statistics
아이티엠반도체에서 수행한 인력양성의 총 수 보여줘,Statistics
영남이공대학에서 출원한 특허 중 1996년에 출원한 특허 개수 말해주세요,Statistics
(재)차세대융합기술연구원에서 발생했던 2016년 과제와 2017년 과제 건수 평균 보여주세요,Statistics
Arizona State University에서 수행한 2006년 성과와 2018년 성과 개수의 차이 알려주세요,Statistics
(주)일진소재산업의 최근 5년 동안 과제 연구비 평균 말해주세요,Statistics
현대해양서비스(주)에서 수행했던 1995년 과제와 2002년 과제 건수 차이는 어떻게 되지,Statistics
(주)리노셈의 최근 3년동안 발생한 기술료의 건수가 보고싶어,Statistics
제주특별자치도환경자원연구원에서 진행된 2015년 성과와 2021년 성과 개수의 평균이 궁금해,Statistics
스튜디오씨드코리아(주)의 2007년부터 5년동안 사업화 총 수 알려주세요,Statistics
2008 2021년 양산대학에서 수행한 연수지원 개수가 보고싶어요,Statistics
(주)센트리에서 수행한 2005년 과제와 2009년 과제 개수 평균이 보고싶어요,Statistics
대원산업(주)에서 발생했던 2002년 과제와 2007년 과제 개수 평균 말해주세요,Statistics
University of Ljubljana에서 수행한 사업화 총 수 보여주세요,Statistics
(주)케이이씨에서 2007년부터 7년동안 수행한 논문의 개수 차이 말해주세요,Statistics
1996년부터 2006년까지 대우전자부품에서 수행한 인력양성 개수는 어떻게 되지,Statistics
(주)선진이노텍에서 수행한 과제 연구비 합계 보여줘,Statistics
2019년도 광주광역시에서 발생한 성과 개수를 보여줘,Statistics
(주)럭키금속에서 발생한 기술료 중에 1994년에 발생한 기술료의 총 수를 보여주세요,Statistics
올해 아주대학교의료원에서 발행한 논문의 개수,Statistics
아시아대학교에서 최근 10년동안 발행한 논문의 건수 평균이 알고싶어,Statistics
2002년도 차바이오앤디오스텍에서 수행한 과제의 연구비 평균 금액 알려줘,Statistics
전남대학교의 2012년부터 3년동안 수행한 연수지원의 개수가 보고싶어,Statistics
2001 2010년 제주특별자치도청에서 발생한 기술료의 건수 보여줄 수 있어,Statistics
우광테크에서 발행한 논문의 개수 말해주세요,Statistics
출연연구소의 연수지원의 건수가 보고싶어,Statistics
해양수산부 여수지방해양수산청에서 수행했던 1994년 과제와 2004년 과제 개수 차이 보여주세요,Statistics
국제암대학원대학교산학협력단의 기술료 총 수가 보고싶어요,Statistics
(주)스펙트럼인스트루먼트에서 수행한 2010년 과제와 2019년 과제 건수 평균 알려주세요,Statistics
1997년 (주)엘오티베큠에서 출원한 특허 총 수가 궁금해요,Statistics
강원도 속초시청의 연수지원 개수 알려줘,Statistics
2009년부터 2021년까지 (주)지오스캔에서 발생한 기술료 총 수가 궁금해,Statistics
(주)엔에스쇼핑에서 발생한 2001년 과제와 2014년 과제 연구비 합계의 차이는,Statistics
한국에너지기술연구원의 2015년부터 10년 동안 수행한 과제의 연구비 총액이 알고싶습니다,Statistics
최근 10년동안 법무법인(유한)화우에서 발행한 논문의 건수 보여주세요,Statistics
(주)엠에스씨에서 수행한 사업화 중에 2021년에 수행한 사업화의 총 수가 알고싶어,Statistics
서울대학교에서 수행한 과제 건수를 보여주세요,Statistics
별식품에서 최근 5년 동안 수행한 과제의 건수 차이는 어떻게 되지,Statistics
2005 2016 2021년 (주)코리아나화장품에서 수행한 연수지원 개수가 궁금해요,Statistics
국립재활원에서 수행한 연수지원 중에 1993년에 수행한 연수지원의 개수 말해줘,Statistics
1999 2010 2017년 화천군 농업기술센터에서 수행한 연수지원의 건수는 어떻게 되지,Statistics
(재단)자생의료재단 부천자생한방병원의 최근 7년동안 특허 총 수 보여줘,Statistics
농업회사법인토마토연구소(주)의 최근 5년동안 과제 연구비 총액 말해주세요,Statistics
2016년부터 3년동안 (주)애그리로보텍에서 수행한 성과 개수가 궁금합니다,Statistics
해양환경공단에서 수행한 연수지원 총 수가 알고싶어,Statistics
최근 3년동안 기아자동차(주)에서 수행한 과제 건수를 보여주세요,Statistics
1997년 GenomicWorks에서 수행한 인력양성 총 수를 보여주세요,Statistics
2004년부터 2019년까지 충청남도농업기술원에서 진행한 성과의 성과별 건수,Statistics
최근 10년동안 우송정보대학에서 발생한 기술료 개수를 보여주세요,Statistics
2008년부터 3년동안 GenomicWorks에서 수행한 인력양성 총 수 알려줘,Statistics
가톨릭관동대학교 산학협력단에서 발생한 기술료 중 1993년에 발생한 기술료 개수가 보고싶어요,Statistics
이노옵티칼에서 수행한 2008년 과제와 2019년 과제 건수 평균이 궁금해요,Statistics
2003년부터 3년 동안 (주)메버릭시스템에서 수행한 과제 총 수가 궁금해,Statistics
전라북도산림환경연구소에서 수행한 2016년 과제와 2018년 과제 건수 차이 알려줘,Statistics
최근 3년동안 거제시 농업기술센터에서 수행한 사업화의 총 수는 어떻게 되지,Statistics
2000년 엔브이에이치코리아(주)에서 수행한 성과들의 성과별 건수가 궁금합니다,Statistics
(주)지엠대우오토앤테크놀로지의 최근 7년 동안 수행한 연구과제 연구비 평균 보여주세요,Statistics
(주)삼성코닝정밀유리에서 진행된 2006년 과제와 2015년 과제 연구비 합계의 차이가 알고싶어,Statistics
(재단)자생의료재단부천자생한방병원에서 수행한 논문 중 2013년에 수행한 논문 건수 알려주세요,Statistics
(주)세아창원특수강에서 최근 5년 동안 출원한 특허 건수의 평균을 보여주세요,Statistics
2011 2017년 서울미디어대학원대학교에서 발생한 기술료의 건수가 보고싶어요,Statistics
2011년 기업별 과제의 개수,Statistics
(주)나인티시스템의 논문의 건수 알려주세요,Statistics
농촌진흥청 국립원예특작과학원에서 출원한 특허의 건수는,Statistics
한독미디어대학원대학교 산학협력단에서 최근 7년 동안 수행한 인력양성 개수의 평균이 보고싶어,Statistics
전주시 농업기술센터에서 수행한 인력양성 중에 2016년에 수행한 인력양성의 건수가 알고싶어,Statistics
Arizona State University에서 수행한 과제 개수를 보여주세요,Statistics
아주대학교의료원에서 진행된 2017년 성과와 2020년 성과 개수의 차이가 궁금해,Statistics
(주)셀트리온제약에서 2011년부터 10년동안 수행한 과제 건수의 차이가 알고싶어,Statistics
전라남도에서 지난해 수행한 논문의 건수,Statistics
가천의과학대학교산학협력단에서 수행한 과제 중 2009년에 수행한 과제 연구비 합계 알려줘,Statistics
와이솔에서 지난해 수행한 사업화의 총 수,Statistics
(주)한국알프스의 최근 7년간 발행한 논문 건수 알려주세요,Statistics
농촌진흥청의 과제의 연구비 총액이 보고싶어,Statistics
University of Illinois에서 최근 5년 동안 수행한 인력양성 건수 평균이 보고싶어,Statistics
을지대학교의 논문 개수가 알고싶습니다,Statistics
미원상사(주)의 최근 10년 동안 인력양성의 건수 보여줄 수 있어,Statistics
1994년부터 1999년까지 국제암대학원대학교 산학협력단에서 수행한 사업화 개수 말해줘,Statistics
(주)엠에스씨에서 2015년부터 5년동안 수행한 사업화의 개수 차이는 어떻게 되지,Statistics
2020년도부터 JW중외제약(주)에서 수행한 인력양성의 개수가 알고싶습니다,Statistics
1999년도에 Sandong University에서 발행한 논문의 개수가 보고싶어요,Statistics
2003년부터 2019년까지 미디어젠(주)에서 수행한 과제 연구비 총액 알려주세요,Statistics
최근 5년동안 해양수산부여수지방해양수산청에서 수행한 연수지원 개수 알려주세요,Statistics
(주)삼안에서 2019년부터 10년동안 수행한 과제 건수 차이 말해주세요,Statistics
동서대학교 산학협력단의 과제의 개수 말해주세요,Statistics
2022년 Arizona State University 수행 기술거래 총 수,Statistics
2003년부터 2013년까지 (주)아라미스에서 수행한 연수지원 건수가 알고싶어,Statistics
2020년도 한국석회석신소재연구재단에서 수행한 인력양성 개수 알려주세요,Statistics
University of Bucharest에서 진행된 2009년 성과와 2013년 성과 건수의 평균이 보고싶어요,Statistics
2010 2020 2021년 대한방직(주)에서 수행한 과제의 연구비 총액이 알고싶어,Statistics
단국대학교병원에서 발생했던 2012년 성과와 2022년 성과 건수의 차이는 어떻게 되지,Statistics
1994 2019년 웅진코웨이(주)에서 수행한 사업화의 건수 말해줘,Statistics
2004 2007년 국립환경과학원에서 발생한 기술료의 건수가 알고싶습니다,Statistics
강남화성(주)에서 출원한 지식재산권 중에 2014년에 출원한 지식재산권의 개수 알려주세요,Statistics
최근 7년동안 대원제약(주)에서 발생한 기술료 개수는 어떻게 되지,Statistics
(재단)자생의료재단부천자생한방병원에서 수행한 논문 건수가 알고싶어,Statistics
2000년도에 (주)금강고려화학에서 발생한 기술료의 총 수는 어떻게 되지,Statistics
화천군 농업기술센터에서 1995년부터 7년동안 수행한 연수지원의 개수 차이 보여줄 수 있어,Statistics
농업회사법인 팜에이트(주)의 과제의 연구비 총액 말해주세요,Statistics
1993 1997년 하나마이크론(주)에서 수행한 인력양성의 개수 말해줘,Statistics
2001년부터 2013년까지 (주)사파이어테크놀로지에서 수행한 과제의 연구비 합계 보여줘,Statistics
한국기상산업기술원에서 수행한 사업화 건수를 보여주세요,Statistics
최근 3년동안 법무법인 (유한)화우에서 수행한 과제 개수는 어떻게 되지,Statistics
2010년 (주)에프씨유 게재 논문 건수,Statistics
Ocean University of China의 최근 10년동안 과제 개수가 궁금해,Statistics
(주)일동후디스의 최근 7년동안 과제 건수가 보고싶어요,Statistics
한화석유화학(주)에서 1999년부터 10년 동안 수행한 과제 개수의 평균은,Statistics
2003 2022 울산 주관 인력양성 총 수,Statistics
아시아대학교에서 발행한 논문의 개수가 궁금해요,Statistics
과학기술부에서 출원한 특허 중 2002년에 출원한 특허 개수가 궁금해,Statistics
(주)에이치앤씨의 과제의 연구비 합계는 어떻게 되지,Statistics
Yanbian University의 연수지원 건수를 보여주세요,Statistics
1997년도에 농촌진흥청국립원예특작과학원에서 수행된 과제들 중에서 연구비 80억 5000만원을 초과하는 과제,Statistics
2004년 농촌진흥청 국립원예특작과학원에서 출원한 특허의 건수가 보고싶어요,Statistics
(주)인성정보에서 수행한 과제 중 2021년에 수행한 과제 연구비 평균 금액은 어떻게 되지,Statistics
2020년도에 삼익THK(주)에서 진행된 성과의 건수는 얼마지,Statistics
(주)엘핀에서 발생한 2004년 과제와 2022년 과제 건수 평균 알려줘,Statistics
(주)현대그린푸드의 최근 7년 동안 수행한 사업화 개수 알려줘,Statistics
전라남도해양수산과학원에서 수행한 사업화 개수가 궁금해,Statistics
세브란스 병원에서 수행했던 2004년 성과와 2014년 성과 건수 평균이 보고싶어요,Statistics
(주)엘지생명과학에서 2000년부터 7년 동안 발생한 논문의 개수 평균이 보고싶어요,Statistics
한독미디어대학원대학교 산학협력단에서 수행한 인력양성 건수가 궁금해,Statistics
(주)일진소재산업에서 수행한 과제 중 2002년에 수행한 과제 연구비 평균 보여주세요,Statistics
1996 2021년 (주)한양이엔씨에서 수행한 연수지원의 개수 알려줘,Statistics
최근 5년 동안 인제대학교 부산백병원에서 수행한 사업화 개수가 알고싶습니다,Statistics
(재단)막스플랑크한국포스텍연구소에서 수행한 과제 중 2005년에 수행한 과제 개수가 알고싶어,Statistics
University of California Berkeley에서 수행한 과제 중에 1997년에 수행한 과제의 총 수를 보여주세요,Statistics
(재단)한국기계연구원의 과제의 연구비 평균 금액 알려주세요,Statistics
한국농업기술진흥원에서 수행한 2017년 과제와 2018년 과제 건수 차이 알려줘,Statistics
(주)디엔에이링크의 최근 5년동안 수행한 인력양성의 총 수를 보여주세요,Statistics
(주)씨공작소에서 진행된 2005년 과제와 2021년 과제 개수 차이가 알고싶어,Statistics
(주)더포커스에서 수행했던 2009년 과제와 2014년 과제 개수 평균 알려주세요,Statistics
한라대학교 산학협력단에서 수행한 사업화 중 2004년에 수행한 사업화 건수 말해주세요,Statistics
최근 7년 동안 (주)유진테크에서 출원한 특허의 건수 말해줘,Statistics
2017년부터 5년 동안 가천대학교에서 발행한 논문의 총 수 보여주세요,Statistics
능인불교대학교에서 수행한 사업화 건수가 알고싶습니다,Statistics
대상에프앤에프에서 2016년부터 5년 동안 발생한 논문 개수의 평균 보여줄 수 있어,Statistics
2002년도부터 과학기술부에서 출원한 특허 개수가 궁금해요,Statistics
2013 (주)성우하이텍 수행 연수지원 건수,Statistics
에스앤티모티브에서 수행한 1999년 과제와 2021년 과제 개수 평균이 궁금해요,Statistics
(주)태광실업에서 수행한 사업화 중 2016년에 수행한 사업화 건수가 알고싶어,Statistics
경상북도어업기술센터에서 출원한 특허 중에 2020년에 출원한 특허의 개수가 알고싶어,Statistics
작년 대구교육대학교에서 수행한 사업화 개수,Statistics
최근 3년 동안 The State University of New York에서 수행한 과제의 개수를 보여주세요,Statistics
2000년도에 케이씨대학교에서 발생한 논문의 총 수가 궁금해,Statistics
2006년부터 2022년까지 광주에서 수행한 과제 중 연구비가 23억원보다 적은 과제,Statistics
국립백두대간수목원에서 최근 7년동안 수행한 연수지원의 개수 차이를 보여주세요,Statistics
(주)평화발레오의 최근 3년 동안 수행한 과제 연구비 총액 알려줘,Statistics
(주)에이치앤씨의 2002년부터 10년 동안 과제의 연구비 합계 알려주세요,Statistics
2017년부터 3년 동안 (주)제이오에서 수행한 과제의 건수가 궁금해,Statistics
농업회사법인토마토연구소(주)의 과제 연구비 총액 말해줘,Statistics
2009 2020년 대한예수교장로회총신대학교에서 수행한 과제의 연구비 총액이 보고싶어요,Statistics
서울불교대학원대학교에서 지난해 발생한 기술료의 건수,Statistics
(주)뉴인텍에서 수행한 과제 중에 2009년에 수행한 과제의 총 수 알려주세요,Statistics
2019년부터 5년 동안 한국표준과학연구원에서 진행한 과제들 중 연구비가 128억보다 적은 과제,Statistics
국립중앙과학관의 과제 총 수는 어떻게 되지,Statistics
(주)베바스토동희의 1993년부터 3년 동안 출원한 특허 건수는,Statistics
극동대학교 산학협력단에서 수행한 연수지원의 건수가 알고싶어,Statistics
2013 2022년 Yanbian University에서 수행한 연수지원 건수 보여줄 수 있어,Statistics
1997 2000 2007년 법무법인 (유한)화우에서 수행한 과제 개수는 어떻게 되지,Statistics
2009년도 보건복지부에서 발생되었던 성과들의 개수,Statistics
1997년 University of California Berkeley에서 수행한 과제의 총 수가 궁금해요,Statistics
한국과학기술원에서 수행한 과제의 연구비 합계 말해주세요,Statistics
(주)소화에서 2014년부터 3년동안 발행한 논문의 건수 평균을 보여주세요,Statistics
대검찰청의 최근 10년 동안 수행한 과제의 건수는,Statistics
2017 2021년 농업회사법인(주)산들누리에서 출원한 특허의 개수 알려줘,Statistics
식품의약품안전처에서 최근 3년간 수행한 과제의 개수 평균 말해주세요,Statistics
The University of Texas System의 최근 5년동안 수행한 과제 건수가 알고싶어,Statistics
(주)루미마이크로의 최근 3년간 발행한 논문 개수가 궁금해,Statistics
1999 2020 2021년 (재단)자생의료재단 부천자생한방병원에서 출원한 특허 총 수를 보여주세요,Statistics
(재단) 탄소 순환형 차세대 바이오매스 생산 전환 기술 연구단에서 수행한 과제 중에 2020년에 수행한 과제의 연구비 평균 금액이 궁금해요,Statistics
농림수산식품부에서 진행된 2011년 과제와 2015년 과제 건수 평균 알려줘,Statistics
(주)동일기술공사에서 수행한 인력양성 총 수가 알고싶어,Statistics
통일부의 최근 7년간 과제 건수 말해주세요,Statistics
2002 2008 2013년 강원도 속초시청에서 수행한 연수지원 개수를 보여주세요,Statistics
경창산업에서 2011년부터 3년 동안 수행한 연수지원 개수 평균 보여주세요,Statistics
가톨릭대학교의 2017년부터 10년간 출원한 특허의 총 수 말해주세요,Statistics
충청북도내수면연구소에서 최근 10년 동안 발생한 기술료의 건수 차이가 보고싶어,Statistics
청주대학교 산학협력단의 최근 10년 동안 수행한 과제 연구비 평균이 알고싶어,Statistics
2014년도 (주)헤모랩에서 수행한 인력양성의 개수가 알고싶어,Statistics
